project_id;donor;title;year;year_uncertain;description;crs_sector_code;crs_sector_name;sector_comment;status;status_code;flow;all_recipients;sources;sources_count;funding_agency;implementing_agency;donor_agency;donor_agency_count;recipient_agencies;recipient_agencies_count;verified;verified_code;flow_class;flow_class_code;intent;intent_code;active;active_code;factiva_sources;amount;currency;deflators_used;exchange_rates_used;usd_defl;usd_current;start_actual;start_planned;end_actual;end_planned;recipient_count;recipient_condensed;recipient_cow_code;recipient_oecd_code;recipient_oecd_name;recipient_iso3;recipient_iso2;recipient_un_code;recipient_imf_code;debt_uncertian;line_of_credit;is_cofinanced;is_ground_truthing;loan_type;interest_rate;maturity;grace_period;grant_element;updated_at;location_details;contacts;is_official_finance
2099;China;$30 billion FCFA to revive Dakar dem dikk transport company;2011;FALSE;In 2011, the Senegalese and Chinese government signed an agreement to revive the Dakar dem dikk Transport Company (DDD) at a cost of 30 billion FCFA. Further details on the project are unknown.;210;Transport and Storage;;Pipeline: Commitment;11;Vague-TBD;Senegal;http://www.accessmylibrary.com/article-1G1-264843537/senegalese-official-hails-ties.html, Media Report, including Wikileaks;1;;;;;Dakar Dem Dikk Transport Company (DDD), State-Owned Company;1;Checked;1;Vague (Official Finance);5;Development;1;Active;1;;30000000000;XOF;1,206344778;471,8661141;52702475,55;63577356,17;;;;;1;Senegal;433;269;Senegal;SEN;SN;686;722;FALSE;FALSE;FALSE;FALSE;;;;;;08.04.13 00:42;;Lamine Sy,;1
1253;China;$30,000 to Namibian political party, SWAPO;2003;FALSE;In 2003, SWAPO, a Namibian political party, received $30,000 USD from the Chinese Communist Party at a press conference in Windhoek. The announcement by Swapo Secretary General, Ngarikutuke Tjiriange was a rare confirmation by a political party that it was receiving funds from a foreign organization. The money will be used to print Swapo material. The money was handed over at an official ceremony where an agreement for cooperation between the two parties was also signed.;150;Government and Civil Society;;Completion;3;Monetary Grant (excluding debt forgiveness);Namibia;http://global.factiva.com/aa/?ref=afnws00020030612dz6c002xm&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;OOF-like;3;Representational;3;Active;1;http://global.factiva.com/aa/?ref=afnws00020030612dz6c002xm&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;30000;USD;0,620702517;1;48332,33177;30000;;;;;1;Namibia;565;275;Namibia;NAM;NA;516;728;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 16:08;;"Ngarikutuke Tjiriange, ; He Shijing,";1
400;China;$30m for Road Network;2007;FALSE;In 2007, China released a statement that said it would give Chad several loans, including $30 million to build a road network in N'djamena. On December 28, 2010, a handover ceremony was held for 6 rehabilitated roads in N'Djamena. The project was designed by the Beijing Municipal Engineering Design Institute, and the construction was undertaken by Guangdong Construction International Construction Co. It is unclear whether the length of the road rehabilitation work was 9.7 km or 146 km.;210;Transport and Storage;Road;Completion;3;Loan (excluding debt rescheduling);Chad;"https://publications.worldbank.org/index.php?main_page=product_info&products_id=22946, Other Official Source (non-Donor, non-Recipient); http://jjhzj.mofcom.gov.cn/aarticle/g/201001/20100106724981.html, Government Source (Donor/Recipient); http://td.china-embassy.org/chn/xwdt/t395297.htm, Government Source (Donor/Recipient); http://global.factiva.com/aa/?ref=APRS000020070927e39r001s6&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";4;;"Guangdong Construction International Construction Co., State-Owned Company; Beijing Municipal Engineering Design Institute, Academic, Training and Research";"Guangdong Construction International Construction Co., State-Owned Company; Beijing Municipal Engineering Design Institute, Academic, Training and Research";2;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=APRS000020070927e39r001s6&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;30000000;USD;0,837994837;1;35799743,23;30000000;31. Dec 07;27. Sep 07;28. Dec 10;;1;Chad;483;232;Chad;TCD;TD;148;628;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:39;Ndjamena;;1
1702;China;$35 million for theatre;2006;FALSE;In 2006, China pledged $35 million USD to build Senegal an 1,8000 seat theater. The official agreement was signed in December of 2007 by Senegalese Culture Minister Mame Birame Diouf and China's Ambassador to Senegal Lu Shaye. After several years of construction, the Senegal National Grand Theater opened in April of 2011, replacing the former 1,100 seat theater built in 1965.The Senegal National Grand Theater will mainly be used for singing and dancing performances, and can also work as cinema or conference hall as well. It will play an important role in satisfying the cultural needs of the Senegalese. Ultimately, the Chinese commitment was 14 billion CFA francs. The project was untied.;160;Other Social infrastructure and services;;Completion;3;Monetary Grant (excluding debt forgiveness);Senegal;"http://www.google.com/hostednews/afp/article/ALeqM5iW09qzzIDEUEpkSgKSZCIAHcnhQQ?docId=CNG.1500cd97a1bb3c7485565b2f5834251c.21, NGO/Civil Society/Advocacy; http://www.senegalsoul.com/2012/02/senegal-grand-national-theater.html, Social Media, including Unofficial Blogs; http://global.factiva.com/aa/?ref=AFPR000020071208e3c8001e1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020061220e2ck00004&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://senegal.mofcom.gov.cn/article/jmxw/201104/20110407501342.shtml, Government Source (Donor/Recipient)";5;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;"http://global.factiva.com/aa/?ref=AFPR000020071208e3c8001e1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020061220e2ck00004&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";35000000;USD;0,743052144;1;47103019,99;35000000;01. Dec 08;;01. Apr 11;;1;Senegal;433;269;Senegal;SEN;SN;686;722;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:39;;"Lu Shaye, ; Mame Birame Diouf,";1
495;China;$3m Debt Cancellation;2001;FALSE;On June 15, 2003, Eritrean Economic Advisor Woldai Futur and China's Vice Minister for Foreign Trade and Economic Cooperation Zhou Keren signed a $3m debt cancellation agreement. This relieved Eritrea's obligation to repay a soft loan received in 1994 for agricultural machinery.;600;Action Relating to Debt;;Completion;3;Debt forgiveness;Eritrea;"http://www.irinnews.org/Report/22255/ERITREA-China-cancels-debt, Implementing/Intermediary Agency Source; http://global.factiva.com/aa/?ref=bbcae00020010710dx6f000it&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;Ministry of Foreign Trade and Economic Cooperation, Government Agency;1;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=bbcae00020010710dx6f000it&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;3000000;USD;0,601389524;1;4988447,384;3000000;;;15. Jun 01;;1;Eritrea;531;271;Eritrea;ERI;ER;232;643;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:43;;"Zhou Keren, ; Woldai Futur,";1
494;China;"$3m Grant (needs to be double-checked; might be duplicate)";2001;FALSE;On June 15, 2003, Eritrean Economic Advisor Woldai Futur and China's Vice Minister for Foreign Trade and Economic Cooperation Zhou Keren signed an agreement for a $3m grant. See project ID# 495;998;Unallocated / Unspecified;;Pipeline: Commitment;11;Monetary Grant (excluding debt forgiveness);Eritrea;http://global.factiva.com/aa/?ref=bbcae00020010710dx6f000it&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;Ministry of Foreign Trade and Economic Cooperation, Government Agency;1;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=bbcae00020010710dx6f000it&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;3000000;USD;0,601389524;1;4988447,384;3000000;;;;;1;Eritrea;531;271;Eritrea;ERI;ER;232;643;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 17:04;;"Zhou Keren, ; Dr. Woldai Futur,";1
2284;China;$3m debt relief;2005;FALSE;In December 2005, a Chinese delegation pledged financial support to the Somalian federal government and waived $3 million of Somalia's debt. The ceremony was attended by the Chinese ambassador Guo Chongli, Somali President Abdullahi Yusuf Ahmad, and Preier Ali Muhammed Gedi in Nairobi, Kenya;600;Action Relating to Debt;;Completion;3;Debt forgiveness;Somalia;http://global.factiva.com/aa/?ref=BBCAP00020051226e1cq001b9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=BBCAP00020051226e1cq001b9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;3000500;USD;0,69665105;1;4307034,349;3000500;;;;;1;Somalia;520;273;Somalia;SOM;SO;706;726;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:43;;"Ali Muhammad Gedi, ; Guo Chongli, ; Abdullahi Yusuf Ahmad,";1
742;China;$4 million grant;2007;FALSE;On January 3, 2007 China granted Guinea Bissau US$4 million and announced that is opening up its market to 442 products from Guinea Bissau that will have preferential tariffs. The protocol that made Chinaâ€™s support official was signed Wednesday in Bissau during a 24-hour visit by the Chinese foreign minister, Li Xhaoxing to Guinea Bissau along with the President, Joao Bernardo Vieira.This project may be related to ID#22398;998;Unallocated / Unspecified;;Completion;3;Monetary Grant (excluding debt forgiveness);Guinea-Bissau;"http://www.macauhub.com.mo/en/2007/01/04/2313/, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFPR000020070104e314005ha&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFPR000020070104e314005ha&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;4000000;USD;0,837994837;1;4773299,097;4000000;;;;;1;Guinea-Bissau;404;244;Guinea-Bissau;GNB;GW;624;654;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 17:04;;"Li Zhaoxing, ; Joao Bernardo Vieira,";1
2085;China;$4.4 million loan;2010;FALSE;In 2010, Senegal and China signed an agreement on technical and economic cooperation in Dakar. The Senegalese Ministry of International Cooperation announced that China would provide an interest-free loan to Dakar estimated at 30 million Yuan ($4.4 million USD) to be paid back in a period of ten years (Between Dec. 1, 2024 and Nov. 30, 2034). The loan will go toward the cultural, sports, agricultural, and health sectors. The agreement was signed by the Senegalese Minister for International Cooperation, Karim Wade, and Chinese Ambassador to Senegal, Gong Yanxing. It is unclear exactly how these funds were used, but they are part of a $200 million USD Sino-Senegalese cooperation program.STAFF_NOTES: This project could be related to ID#1946, at 2009 agreement ' to provide Senegal with $11.5 million USD in aid for sports, cultural, and sanitation projects.';430;Other Multisector;Sports, Cultural, Agricultural, Health;Pipeline: Commitment;11;Loan (excluding debt rescheduling);Senegal;"http://news.xinhuanet.com/english/2010-01/02/content_12743806.htm, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=JAMNEA0020100104e6130000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=JAMNEA0020100104e6130000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;30000000;CNY;1,075643212;6,770269029;4119524,473;4431138,537;;;;;1;Senegal;433;269;Senegal;SEN;SN;686;722;FALSE;FALSE;FALSE;FALSE;;0;;;;26.03.13 15:42;;;1
30288;China;$42.6 million interest free loan to Tanzania-Zambia Railway Authority;2012;FALSE;In March 2012, China offered to help pay for the rehabilitation of the Tanzania-Zambia Railway Authority (TAZARA) rail lines. China provided a $42.6 million (K223 billion) interest-free loan to revive the operations. The agreement also provided a grant of $23.5 million (K123 billion) for the rehabilitation of the railway line and infrastructure (ID #30287). The agreements were to be officially signed at a tripartite meeting on March 26 by the two governments. They also commissioned a one-year feasibility study beginning in June to determine the types of rehabilitation needed at the meeting. The money provided went toward different projects to facilitate the rehabilitation. In November of 2012, $42 million (from the combined total of grant and loan) went toward 12 separate projects including: updating 42 coach cars, four new locomotives, two diesel shunting locomotives, 30,000 wooden sleepers, track maintenance vehicles, and staff training. A news report indicates that the rest of the money would go to ensuring operations for the train for the next three years.;210;Transport and Storage;Railway rehabilitation;Implementation;2;Loan (excluding debt rescheduling);Tanzania, Zambia;"http://allafrica.com/stories/201203160034.html, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020120918e89i000uk&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020120408e84700034&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.africanreview.com/transport-a-logistics/rail/china-signs-us-42-million-tazara-rehabilitation-deal, Media Report, including Wikileaks; http://www.chinafrica.cn/english/africa_report/txt/2012-11/29/content_504210.htm, Media Report, including Wikileaks";5;;;;;Tanzania-Zambia Railway Authority (TAZARA), State-Owned Company;1;Checked;1;ODA-like;2;Development;1;Active;1;"http://global.factiva.com/aa/?ref=AFNWS00020120918e89i000uk&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020120408e84700034&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";42600000;USD;1,189796;1;35804457,23;42600000;;;;;2;Africa, regional;"551; 510";"288; 282";"Zambia; Tanzania";"ZMB; TZA";"ZM; TZ";"894; 834";"754; 738";FALSE;FALSE;FALSE;FALSE;Interest-Free;;;;;13.10.13 21:43;;"Akashambatwa Mbikusita-Lewanika, Managing Director (Tanzania-Zambia Railway Authority (TAZARA)); Lin Zhiyong, Chief Representative (China Economic and Commercial Cooperation)";1
786;China;$48.5 million for modernizing fixed telephone network;2008;FALSE;"On October 16, 2008 it was reported that China would invest US$48.5 million in modernizing Guinea Bissau's obsolete fixed telephone network. In the report, Transport and Communication Minister Vicente Blute was cited as saying the work would commence in 90 days by the Huawei Group. The investment was made under a bilateral agreement between the countries' governments, although full details of the terms were not disclosed. As part of the agreement China is also to train and supervise local technical staff by offering scholarships. Guinea-Bissau's domestic telecom company, GuinÃ© Telecom, was also reportedly part of the project; however, GuinÃ© Telecom has been wrapped in financial troubles, as a major Portugese investor (Portugal Telecom) withdrew its funding. As of July 2011, the Guinea-Biisaun government was working to privatize the troubled state-owned company. It seems likely that this project is currently on hold.";220;Communications;Telecommunications;Pipeline: Pledge;12;Unset;Guinea-Bissau;"http://www.telegeography.com/products/commsupdate/articles/2011/07/25/government-to-privatise-guine-telecom-guinetel/, Other Official Source (non-Donor, non-Recipient); http://www.macauhub.com.mo/en/2010/10/25/10009/, Media Report, including Wikileaks; global.factiva.com/aa/?ref=BMITME0020081023e4am00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=WDAN000020081017e4ah0001d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.chinapost.com.tw/business/asia/asia-china/2008/10/18/179288/Chinese-to.htm, Media Report, including Wikileaks; http://www.cnii.com.cn/gtx/content/2008-10/27/content_447964.htm, Media Report, including Wikileaks";6;;"Huawei Technologies Co., Ltd., Private Sector; GuinÃ© Telecom, State-Owned Company";Huawei Technologies Co., Ltd., Private Sector;1;GuinÃ© Telecom, State-Owned Company;1;Checked;1;Vague (Official Finance);5;Mixed (Some Development);6;Active;1;"global.factiva.com/aa/?ref=BMITME0020081023e4am00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=WDAN000020081017e4ah0001d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";48500000;USD;0,988995952;1;49039634,48;48500000;;16. Jan 09;;;1;Guinea-Bissau;404;244;Guinea-Bissau;GNB;GW;624;654;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:40;;Vicente Blute,;1
